name,merchant_abn,Description,Earnings_Class,BNPL_Fee
Eget Incorporated,58715026442,shoe shop,a,6.1
Scelerisque LLP,58727332026,artist supply craft shop,a,6.28
Aliquam LLC,58729395250,hobby toy game shop,b,4.78
Non Lobortis Corporation,58741105428,computer programming data processing integrated system design service,e,0.36
Semper Limited,58776930712,gift card novelty souvenir shop,a,6.78
Tortor Integer Aliquam Incorporated,58786009971,motor vehicle supply new part,a,6.8
Fusce Aliquet Incorporated,58812213085,optician optical good eyeglass,c,2.2
Enim PC,58825561585,gift card novelty souvenir shop,c,2.53
Mauris Id Ltd,58825694998,furniture home furnishing equipment shop manufacturer except appliance,a,6.34
Torquent Per Ltd,58835628923,book periodical newspaper,c,2.5
Eget Mollis Lectus Inc.,58866359477,furniture home furnishing equipment shop manufacturer except appliance,b,3.33
Magna Duis Dignissim Corp.,58869593769,lawn garden supply outlet including nursery,a,6.21
Vel Turpis Company,58870269317,computer computer peripheral equipment software,c,2.99
Orci Luctus Et Industries,58881822825,computer programming data processing integrated system design service,a,5.93
Lobortis Risus LLP,58895707108,motor vehicle supply new part,b,4.53
Sed Auctor Odio PC,58899084497,telecom,c,1.92
Sodales Mauris Company,58913632134,watch clock jewelry repair shop,c,1.5
Dictum Eu Corp.,58966366292,furniture home furnishing equipment shop manufacturer except appliance,d,0.57
Diam Dictum Consulting,58977869394,equipment tool furniture appliance rent al leasing,b,5.01
Augue Ut Lacus Foundation,59039508122,jewelry watch clock silverware shop,c,3.0
Dolor Nulla Ltd,59067200778,digital good book movie music,a,5.55
Velit Aliquam Foundation,59079680636,art dealer gallery,a,5.68
Ut Tincidunt Foundation,59128133246,optician optical good eyeglass,a,6.3
Risus Donec Egestas Corporation,59140301134,lawn garden supply outlet including nursery,a,6.85
Magna Ut Incorporated,59153557367,bicycle shop sale service,a,6.8
Ante Dictum LLC,59162205130,motor vehicle supply new part,c,1.47
Malesuada PC,59190126409,florist supply nursery stock flower,a,6.87
Ullamcorper Ltd,59248738261,equipment tool furniture appliance rent al leasing,c,2.8
Sodales Elit PC,59274084898,telecom,c,2.01
Pede Suspendisse Institute,59288709135,health beauty spa,b,3.74
Donec Fringilla Associates,59329605791,gift card novelty souvenir shop,b,4.97
Semper Auctor Mauris Corp.,59331766724,music shop musical instrument piano sheet music,b,4.67
Suspendisse Tristique Associates,59335427001,motor vehicle supply new part,b,4.32
Lacinia Orci Associates,59358011432,digital good book movie music,e,0.24
Est Ac Ltd,59366832940,stationery office supply printing writing paper,a,6.9
Ac Mi Eleifend Limited,59417171491,equipment tool furniture appliance rent al leasing,b,3.28
Phasellus Dapibus Corporation,59450324455,motor vehicle supply new part,b,4.84
Eu Corp.,59468928008,book periodical newspaper,b,4.31
Amet Orci Ut LLP,59477140425,health beauty spa,b,3.92
Phasellus Elit Consulting,59547553329,florist supply nursery stock flower,a,6.1
Magna Phasellus Foundation,59581212604,motor vehicle supply new part,c,1.75
Adipiscing Non LLP,59589609053,antique shop sale repair restoration service,c,2.22
Vitae Orci Phasellus LLP,59614227972,lawn garden supply outlet including nursery,b,3.72
Mauris Corporation,59615752944,stationery office supply printing writing paper,b,3.86
Id Ante Institute,59658193201,cable satellite pay television radio service,a,6.16
Lacus Vestibulum Associates,59659309503,telecom,c,2.94
Sem Foundation,59737558413,tent awning shop,a,6.12
Ultrices Mauris Foundation,59739116052,lawn garden supply outlet including nursery,b,4.0
Tempus PC,59853422669,shoe shop,b,3.79
Velit Associates,59873499253,watch clock jewelry repair shop,b,4.85
Pellentesque Tincidunt Associates,59962058395,florist supply nursery stock flower,d,1.31
Dictum Corp.,59965794726,health beauty spa,a,6.39
Non Corporation,59969380468,music shop musical instrument piano sheet music,b,4.18
Eleifend Vitae Erat Corporation,60023412760,music shop musical instrument piano sheet music,a,6.22
Libero Integer Industries,60050955776,artist supply craft shop,a,6.55
Aliquet Vel Vulputate Ltd,60061618643,computer programming data processing integrated system design service,a,6.94
Enim Mi Institute,60061691817,artist supply craft shop,a,6.81
Lacinia Corp.,60070647768,artist supply craft shop,c,1.92
Tellus Faucibus Associates,60072023557,computer programming data processing integrated system design service,b,4.57
Blandit Congue Ltd,60090918663,shoe shop,c,2.99
Imperdiet Non LLC,60111071436,cable satellite pay television radio service,a,6.84
Nec Tempus Inc.,60121698774,lawn garden supply outlet including nursery,a,5.52
Non Massa Non Institute,60123474601,art dealer gallery,b,4.7
In Institute,60150317439,watch clock jewelry repair shop,a,6.06
Amet Ornare Company,60152133722,optician optical good eyeglass,a,6.08
Ac Fermentum Associates,60196678179,stationery office supply printing writing paper,d,0.9
Adipiscing Industries,60240099150,shoe shop,a,5.99
Placerat Velit LLP,60318067173,shoe shop,b,5.1
Sed Pharetra Felis PC,60321593978,computer programming data processing integrated system design service,b,3.49
Sed Nulla Ante PC,60403857139,lawn garden supply outlet including nursery,b,3.56
Risus At Corp.,60421951083,bicycle shop sale service,b,4.92
Vitae Corp.,60429241521,optician optical good eyeglass,b,4.17
Mattis Limited,60462729568,lawn garden supply outlet including nursery,a,6.13
Consequat Purus Industries,60470122582,telecom,b,4.95
Phasellus Nulla Incorporated,60470829287,cable satellite pay television radio service,b,3.41
Ipsum Cursus LLP,60539272146,antique shop sale repair restoration service,d,0.81
Arcu Limited,60573599765,furniture home furnishing equipment shop manufacturer except appliance,a,6.91
Sagittis Duis Gravida Incorporated,60602272553,optician optical good eyeglass,b,4.93
Tortor At Ltd,60616659469,artist supply craft shop,b,3.97
Non Enim Foundation,60641607697,art dealer gallery,b,3.69
Hendrerit Donec Porttitor Inc.,60646270419,lawn garden supply outlet including nursery,b,3.82
Integer LLC,60650953328,shoe shop,a,5.97
Lacus Quisque Imperdiet Institute,60654402457,digital good book movie music,b,3.52
Gravida Praesent Corp.,60706491699,health beauty spa,b,4.24
Suspendisse Sagittis Incorporated,60714620509,health beauty spa,a,5.74
Ut Associates,60778762062,tent awning shop,c,2.61
Auctor Velit Consulting,60813622669,computer programming data processing integrated system design service,a,6.67
Malesuada Vel Venenatis Foundation,60821630269,gift card novelty souvenir shop,a,6.37
Tellus Imperdiet Non Inc.,60829135130,equipment tool furniture appliance rent al leasing,d,1.18
Montes Nascetur Institute,60836029312,optician optical good eyeglass,a,6.27
Fusce Mollis Duis Incorporated,60876187134,shoe shop,a,5.55
Consequat Dolor PC,60876328805,motor vehicle supply new part,c,2.24
Feugiat Non PC,60922283533,motor vehicle supply new part,a,6.64
Ultricies Dignissim LLP,60956456424,gift card novelty souvenir shop,b,4.69
In Felis LLP,60963420870,stationery office supply printing writing paper,b,4.17
Dui Augue Consulting,60975088321,shoe shop,a,6.78
Lobortis Tellus Corp.,60978195146,shoe shop,c,1.44
Mauris Rhoncus LLP,61050921768,bicycle shop sale service,b,4.78
Aliquam Nec Enim PC,61060163427,florist supply nursery stock flower,b,3.67
Lobortis Ultrices LLC,61080648284,artist supply craft shop,a,6.5
Vestibulum Mauris Institute,61085944703,telecom,a,6.45
Vel Lectus Cum LLC,61112604295,equipment tool furniture appliance rent al leasing,c,1.7
Dis Parturient Montes Corporation,61213731974,bicycle shop sale service,a,5.99
Arcu Vel PC,61238934884,cable satellite pay television radio service,a,6.04
Turpis Inc.,61242800720,cable satellite pay television radio service,b,3.39
Facilisis Corporation,61243536058,bicycle shop sale service,c,1.94
Ipsum Primis In Corporation,61310985405,telecom,a,6.61
Ligula Nullam LLP,61333423388,hobby toy game shop,b,4.49
Et Magnis Company,61335088393,shoe shop,b,4.92
Fusce Diam Limited,61376261291,furniture home furnishing equipment shop manufacturer except appliance,a,6.76
Tempor Inc.,61412665910,furniture home furnishing equipment shop manufacturer except appliance,c,1.75
Mollis Dui In LLP,61447419161,gift card novelty souvenir shop,c,2.06
Egestas Rhoncus Proin Inc.,61481587663,tent awning shop,b,4.08
Ipsum Suspendisse PC,61547674285,stationery office supply printing writing paper,d,0.62
Quis Urna Consulting,61562383191,florist supply nursery stock flower,a,6.27
Blandit At Nisi PC,61569154734,tent awning shop,a,5.78
In Mi Institute,61619924340,shoe shop,c,2.83
Nam Interdum Enim Corporation,61634218640,furniture home furnishing equipment shop manufacturer except appliance,c,2.86
Tincidunt Nunc Institute,61639583117,motor vehicle supply new part,b,3.72
Nulla At Sem Corp.,61675439608,art dealer gallery,c,2.97
Elit Pharetra PC,61728854460,computer computer peripheral equipment software,a,5.71
Scelerisque Neque Nullam Ltd,61745157507,book periodical newspaper,c,2.86
Integer Vulputate Foundation,61766463985,health beauty spa,a,6.43
Nunc Mauris Elit Corp.,61812192237,stationery office supply printing writing paper,c,1.84
Nunc Pulvinar Arcu Foundation,61813633430,shoe shop,a,6.89
Turpis In Incorporated,61845622676,gift card novelty souvenir shop,c,2.48
Pharetra Felis Limited,61867784114,motor vehicle supply new part,c,1.68
Vitae Erat Vivamus LLP,61910841091,antique shop sale repair restoration service,a,6.13
Pede Cras Corp.,61939167097,motor vehicle supply new part,b,4.66
Fringilla Mi Lacinia Incorporated,61941120453,telecom,a,5.55
Lorem Ipsum Industries,61958699237,furniture home furnishing equipment shop manufacturer except appliance,a,5.63
Ante Ipsum Ltd,61968317984,motor vehicle supply new part,e,0.4
A Ltd,61991570212,tent awning shop,a,6.18
Mauris Erat Ltd,61997656782,motor vehicle supply new part,b,4.4
Aliquet Magna A Ltd,62009586337,cable satellite pay television radio service,b,4.78
Arcu Vivamus Ltd,62015733331,furniture home furnishing equipment shop manufacturer except appliance,b,3.78
Cras Sed Leo Foundation,62029309613,computer programming data processing integrated system design service,a,5.65
Augue Inc.,62040991164,cable satellite pay television radio service,b,4.96
Nec Mauris Blandit Foundation,62069676741,equipment tool furniture appliance rent al leasing,a,5.73
Aliquet Libero Corporation,62074083335,computer programming data processing integrated system design service,a,6.76
Tempor Limited,62100554322,book periodical newspaper,a,6.28
Pede Corp.,62135501337,health beauty spa,a,6.32
Volutpat Nunc Sit Institute,62170730910,gift card novelty souvenir shop,b,3.8
Cursus Non Egestas Foundation,62191208634,furniture home furnishing equipment shop manufacturer except appliance,c,2.17
Vel Institute,62204398944,bicycle shop sale service,a,6.79
Hendrerit A Corporation,62224020443,watch clock jewelry repair shop,a,6.64
Imperdiet Ltd,62241198510,optician optical good eyeglass,b,5.0
Iaculis Inc.,62249204345,health beauty spa,a,5.58
Dignissim Lacus Corporation,62285108846,gift card novelty souvenir shop,d,0.59
Phasellus Vitae Corporation,62346852889,hobby toy game shop,c,1.93
Euismod Ac Corp.,62363832078,furniture home furnishing equipment shop manufacturer except appliance,a,6.66
Et Rutrum Associates,62368259299,motor vehicle supply new part,a,6.41
Vitae Purus Industries,62379298278,shoe shop,a,5.99
Sagittis PC,62381947723,lawn garden supply outlet including nursery,c,2.06
Morbi Limited,62403837535,digital good book movie music,a,6.46
Tempus Scelerisque Lorem PC,62422038748,equipment tool furniture appliance rent al leasing,c,1.64
Rhoncus Id Institute,62464051354,motor vehicle supply new part,a,5.55
Est Ac LLC,62464569593,digital good book movie music,d,1.06
Nec PC,62483383956,motor vehicle supply new part,a,6.27
Convallis Est Ltd,62499158977,florist supply nursery stock flower,a,5.7
Non Feugiat Nec LLC,62580273150,music shop musical instrument piano sheet music,a,6.41
Mi Lacinia Mattis Corporation,62583219931,bicycle shop sale service,a,5.5
Nec Imperdiet Company,62596784370,music shop musical instrument piano sheet music,c,2.28
Tellus Phasellus Industries,62607401721,tent awning shop,a,6.26
Lobortis Nisi Associates,62688594508,jewelry watch clock silverware shop,d,0.88
Cum Sociis Company,62692834922,telecom,a,6.43
Vel Est Tempor LLP,62694031334,computer computer peripheral equipment software,a,5.76
Gravida Sagittis Institute,62708477486,antique shop sale repair restoration service,b,4.51
Volutpat Ornare LLP,62711420968,gift card novelty souvenir shop,b,3.86
Cras Lorem Lorem Limited,62735494616,health beauty spa,a,6.92
Vel Venenatis Vel Consulting,62739118502,equipment tool furniture appliance rent al leasing,b,4.5
Auctor Vitae Aliquet Foundation,62743415502,health beauty spa,c,2.42
Ac Institute,62773208456,watch clock jewelry repair shop,c,2.62
Dolor Foundation,62774554856,optician optical good eyeglass,a,6.8
Posuere At Velit Incorporated,62787106107,tent awning shop,c,2.87
Pede Ac Urna LLP,62807084929,computer computer peripheral equipment software,c,2.17
Sollicitudin A Industries,62818707868,tent awning shop,a,5.74
Nibh Quisque Institute,62854571289,antique shop sale repair restoration service,c,2.72
Sem PC,62924351636,telecom,a,5.73
Non Foundation,62940816804,equipment tool furniture appliance rent al leasing,b,3.8
Quis LLC,62981190818,computer computer peripheral equipment software,a,6.76
Eu Neque Pellentesque Ltd,62981771325,motor vehicle supply new part,b,4.0
Luctus Aliquet Corporation,63032122101,watch clock jewelry repair shop,a,5.81
Donec Dignissim Associates,63036541291,cable satellite pay television radio service,b,3.8
Mollis Vitae LLC,63071746690,optician optical good eyeglass,a,6.93
Aliquet Consulting,63105795563,artist supply craft shop,a,5.94
Odio Phasellus Institute,63123845164,artist supply craft shop,a,6.59
Arcu Ac Orci Ltd,63214122543,hobby toy game shop,a,6.2
Diam At Pretium Inc.,63265918828,optician optical good eyeglass,a,6.33
Cras Pellentesque Sed Corp.,63275985428,florist supply nursery stock flower,a,6.22
Maecenas Libero Est Inc.,63286055458,hobby toy game shop,a,6.52
Vehicula Pellentesque Corporation,63290521567,artist supply craft shop,a,6.48
Lacus Varius Et Consulting,63300242141,digital good book movie music,c,1.62
Aliquam Rutrum Industries,63307448428,optician optical good eyeglass,b,5.05
Nulla Facilisis Suspendisse LLP,63358217962,florist supply nursery stock flower,c,3.0
Nunc Mauris LLC,63360290524,tent awning shop,a,6.72
Duis Cursus Inc.,63408991537,computer programming data processing integrated system design service,a,6.74
Eget Magna Corp.,63419471661,equipment tool furniture appliance rent al leasing,b,5.07
Penatibus Industries,63433167613,music shop musical instrument piano sheet music,c,1.97
Vestibulum Lorem Corp.,63442187477,hobby toy game shop,b,3.41
Cras Vehicula Aliquet Consulting,63453073175,gift card novelty souvenir shop,a,6.15
Felis Ullamcorper Viverra LLP,63461436707,watch clock jewelry repair shop,a,5.57
